Hop4,,,,,,,,,,,,,,,,,,
beginning hop,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Time,M1,M2,M4,M5,M6,M7,M8,M3
28608,2.27,1.31,2.22,1.31,1.85,3.44,0.24,5.03,,3048,2.27,1.31,2.22,1.31,1.85,3.44,0.24,5.03
30124,1.96,2.26,2.05,1.93,-0.8,4.54,2.21,4.47,,4564,1.96,2.26,2.05,1.93,-0.8,4.54,2.21,4.47
30142,2.02,1.89,1.71,2,-0.81,4.66,2.41,4.48,,4582,2.02,1.89,1.71,2,-0.81,4.66,2.41,4.48
30158,2.12,1.79,1.8,2,-0.78,4.53,2.33,4.59,,4598,2.12,1.79,1.8,2,-0.78,4.53,2.33,4.59
30174,2.03,1.71,2.03,2.15,-0.68,4.48,2.15,4.84,,4614,2.03,1.71,2.03,2.15,-0.68,4.48,2.15,4.84
30190,1.66,2.08,2.24,1.94,-0.8,4.05,2.25,4.87,,4630,1.66,2.08,2.24,1.94,-0.8,4.05,2.25,4.87
30206,1.61,2.03,2.18,1.78,-0.59,4.14,2.16,4.83,,4646,1.61,2.03,2.18,1.78,-0.59,4.14,2.16,4.83
30222,1.96,2.09,2.03,1.97,-0.68,4.14,2.22,4.68,,4662,1.96,2.09,2.03,1.97,-0.68,4.14,2.22,4.68
30238,1.78,2.21,2.07,1.77,-0.68,4.71,2.24,4.45,,4678,1.78,2.21,2.07,1.77,-0.68,4.71,2.24,4.45
30254,1.8,2.27,1.8,1.64,-0.75,4.6,2.14,4.57,,4694,1.8,2.27,1.8,1.64,-0.75,4.6,2.14,4.57
30270,2.05,2.22,1.94,1.91,-0.45,4.25,2.39,4.59,,4710,2.05,2.22,1.94,1.91,-0.45,4.25,2.39,4.59
30286,1.93,2.23,2.2,1.98,-0.57,4.12,2.18,4.48,,4726,1.93,2.23,2.2,1.98,-0.57,4.12,2.18,4.48
30303,1.89,2.31,2.29,1.76,-0.45,4.04,2.35,4.77,,4743,1.89,2.31,2.29,1.76,-0.45,4.04,2.35,4.77
30319,1.79,2.39,2.22,1.93,-0.44,4.14,2.25,4.81,,4759,1.79,2.39,2.22,1.93,-0.44,4.14,2.25,4.81
30335,1.84,1.88,2.3,1.99,-0.72,4.4,2.54,4.87,,4775,1.84,1.88,2.3,1.99,-0.72,4.4,2.54,4.87
30351,1.81,1.83,2.25,1.9,-0.33,4.53,2.44,4.81,,4791,1.81,1.83,2.25,1.9,-0.33,4.53,2.44,4.81
30367,2.32,2.15,2.22,1.97,-0.54,4.61,2.51,4.79,,4807,2.32,2.15,2.22,1.97,-0.54,4.61,2.51,4.79
30383,2.18,2.21,1.91,2.02,-0.46,4.39,2.6,4.91,,4823,2.18,2.21,1.91,2.02,-0.46,4.39,2.6,4.91
30399,2.09,2.44,2.27,1.82,-0.38,4.59,2.49,4.86,,4839,2.09,2.44,2.27,1.82,-0.38,4.59,2.49,4.86
30416,2.36,2.14,2.29,1.99,-0.58,4.56,2.28,5.13,,4856,2.36,2.14,2.29,1.99,-0.58,4.56,2.28,5.13
30432,2.06,2.18,2.3,1.83,-0.57,4.57,2.26,4.97,,4872,2.06,2.18,2.3,1.83,-0.57,4.57,2.26,4.97
30448,2.04,2.14,2.23,1.8,-0.27,4.76,2.15,5.01,,4888,2.04,2.14,2.23,1.8,-0.27,4.76,2.15,5.01
30464,2.24,2.52,2.46,2.05,-0.19,4.71,2.25,4.83,,4904,2.24,2.52,2.46,2.05,-0.19,4.71,2.25,4.83
30480,2.48,2.26,2.32,2.26,-0.34,4.84,2.35,5,,4920,2.48,2.26,2.32,2.26,-0.34,4.84,2.35,5
30496,2.3,2.15,2.13,1.88,-0.5,4.85,2.25,5.34,,4936,2.3,2.15,2.13,1.88,-0.5,4.85,2.25,5.34
30513,2.41,2.19,2.29,1.87,-0.4,4.79,2.26,5.14,,4953,2.41,2.19,2.29,1.87,-0.4,4.79,2.26,5.14
30529,2.26,2.21,2.5,1.93,-0.09,5.04,2.02,5.14,,4969,2.26,2.21,2.5,1.93,-0.09,5.04,2.02,5.14
30545,2.24,1.86,2.31,1.83,-0.46,4.9,2.21,5.04,,4985,2.24,1.86,2.31,1.83,-0.46,4.9,2.21,5.04
30561,2.4,2.3,2.6,2.17,-0.31,5,2.23,5.04,,5001,2.4,2.3,2.6,2.17,-0.31,5,2.23,5.04
30577,2.44,2.05,2.4,2.03,-0.21,5.06,2.32,5.25,,5017,2.44,2.05,2.4,2.03,-0.21,5.06,2.32,5.25
30593,2.32,2,2.5,2.22,-0.23,4.99,2.34,5.25,,5033,2.32,2,2.5,2.22,-0.23,4.99,2.34,5.25
30618,2.6,1.79,2.36,2.24,-0.27,5.28,2.22,4.85,,5058,2.6,1.79,2.36,2.24,-0.27,5.28,2.22,4.85
30634,2.68,1.99,2.19,2.08,-0.61,5.24,2.01,5.11,,5074,2.68,1.99,2.19,2.08,-0.61,5.24,2.01,5.11
ending hop,,,,,,,,,,,,,,,,,,
