Hop3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
beginning hop,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Time,M1,M2,M4,M5,M6,M7,M8,M3
37508,2.44,1.16,2.52,0.97,0.83,3.3,2.22,4.5,,3030,2.44,1.16,2.52,0.97,0.83,3.3,2.22,4.5
37524,2.38,1.11,2.93,0.98,0.96,3.31,2.24,4.51,,3046,2.38,1.11,2.93,0.98,0.96,3.31,2.24,4.51
39040,2.07,1.22,2.89,1.29,0.63,3.69,1.96,4.74,,4562,2.07,1.22,2.89,1.29,0.63,3.69,1.96,4.74
39058,2,1.22,2.78,1.18,0.86,3.61,2.01,4.66,,4580,2,1.22,2.78,1.18,0.86,3.61,2.01,4.66
39074,2.26,1.5,2.82,1.34,0.67,3.78,2.27,4.71,,4596,2.26,1.5,2.82,1.34,0.67,3.78,2.27,4.71
39090,2.51,1.43,2.78,0.79,0.93,3.49,2.21,4.3,,4612,2.51,1.43,2.78,0.79,0.93,3.49,2.21,4.3
39106,2.53,1.42,2.66,1.66,1.29,3.06,2.5,4.48,,4628,2.53,1.42,2.66,1.66,1.29,3.06,2.5,4.48
39122,2.76,1.4,3.06,1.3,0.94,3.12,2.41,4.61,,4644,2.76,1.4,3.06,1.3,0.94,3.12,2.41,4.61
39138,2.36,1.41,3.03,0.49,1.3,3.54,2.08,4.02,,4660,2.36,1.41,3.03,0.49,1.3,3.54,2.08,4.02
39154,2.27,1.43,2.72,1.04,0.99,2.89,1.9,4.2,,4676,2.27,1.43,2.72,1.04,0.99,2.89,1.9,4.2
39170,2.13,1.2,2.53,1.6,1.05,2.67,2.14,4.38,,4692,2.13,1.2,2.53,1.6,1.05,2.67,2.14,4.38
39186,1.88,1.6,2.73,1.38,0.85,2.76,2.16,4.76,,4708,1.88,1.6,2.73,1.38,0.85,2.76,2.16,4.76
39202,1.99,1.41,3.41,0.38,0.69,3.58,2.12,4.3,,4724,1.99,1.41,3.41,0.38,0.69,3.58,2.12,4.3
39218,1.99,1.44,2.58,0.09,1.1,3.9,1.83,4.07,,4740,1.99,1.44,2.58,0.09,1.1,3.9,1.83,4.07
39235,2.25,1.58,2.07,0.78,1.13,3.62,1.71,4.56,,4757,2.25,1.58,2.07,0.78,1.13,3.62,1.71,4.56
39251,2.07,1.42,1.55,1.4,0.84,2.71,1.86,4.39,,4773,2.07,1.42,1.55,1.4,0.84,2.71,1.86,4.39
39267,1.69,1.31,1.6,1.41,0.73,3.24,1.74,4.15,,4789,1.69,1.31,1.6,1.41,0.73,3.24,1.74,4.15
39283,1.57,1.59,1.61,1.25,0.4,3.34,1.92,4.61,,4805,1.57,1.59,1.61,1.25,0.4,3.34,1.92,4.61
39299,1.4,1.26,1.96,1.73,0.6,3.78,1.96,5.32,,4821,1.4,1.26,1.96,1.73,0.6,3.78,1.96,5.32
39315,1.25,1.42,2.5,1.56,0.54,4.15,2,5.39,,4837,1.25,1.42,2.5,1.56,0.54,4.15,2,5.39
39332,1.46,1.41,2.46,1.15,0.89,4.34,1.96,5.34,,4854,1.46,1.41,2.46,1.15,0.89,4.34,1.96,5.34
39348,1.55,1.47,2.76,1.29,1,4.23,2.06,5.11,,4870,1.55,1.47,2.76,1.29,1,4.23,2.06,5.11
39364,1.78,1.84,2.77,1.5,0.9,3.76,2.34,4.44,,4886,1.78,1.84,2.77,1.5,0.9,3.76,2.34,4.44
39380,2,2.04,2.94,1.4,0.94,3.74,2.44,4.44,,4902,2,2.04,2.94,1.4,0.94,3.74,2.44,4.44
39404,2.42,1.12,3.17,1.51,1.05,3.78,2.49,5.04,,4926,2.42,1.12,3.17,1.51,1.05,3.78,2.49,5.04
39420,2.66,1.19,3.43,1.05,0.84,4.24,2.84,4.83,,4942,2.66,1.19,3.43,1.05,0.84,4.24,2.84,4.83
39436,2.83,1.23,3.43,0.3,1.02,3.98,2.48,4.87,,4958,2.83,1.23,3.43,0.3,1.02,3.98,2.48,4.87
39452,2.59,1.07,3.11,1.59,0.86,3.64,2.69,4.8,,4974,2.59,1.07,3.11,1.59,0.86,3.64,2.69,4.8
39468,2.47,1.16,3.78,1.49,0.8,3.93,2.93,4.85,,4990,2.47,1.16,3.78,1.49,0.8,3.93,2.93,4.85
39484,2.72,1.15,4.04,-0.09,0.93,4.09,2.6,4.57,,5006,2.72,1.15,4.04,-0.09,0.93,4.09,2.6,4.57
39500,2.59,1.34,2.95,0.37,1.18,3.92,2.53,4.18,,5022,2.59,1.34,2.95,0.37,1.18,3.92,2.53,4.18
39516,2.88,1.33,2.88,0.88,1.14,2.88,2.53,4.49,,5038,2.88,1.33,2.88,0.88,1.14,2.88,2.53,4.49
39533,2.94,1.32,3.01,1.05,1.12,2.82,2.64,4.54,,5055,2.94,1.32,3.01,1.05,1.12,2.82,2.64,4.54
39549,2.62,1.23,3.66,1.17,0.72,3.46,2.19,4.86,,5071,2.62,1.23,3.66,1.17,0.72,3.46,2.19,4.86
